transect_name,hole_center_x,hole_center_y,hole_center_z,target_distance,desired_altitude,initial_x,initial_y,initial_z,flat_seabed_z,target_reached,stop_reason,timeout,collision,unsafe_altitude,invalid_ping_failure,runtime_seconds,final_lateral_drift,rmse_altitude_error,max_abs_altitude_error,time_inside_altitude_band_percent,estimated_seabed_z_range,estimated_seabed_z_min,estimated_seabed_z_max,vertical_saturation_percent,output_dir
openwater_depression_landmark_12,306.6,-321.7,-312.4,20.0,3.0,296.6,-321.7,-307.5,-310.5,True,target_reached,False,False,False,False,163.2173829,0.066864013671875,0.3077756766379239,1.27555513381958,83.19035947712419,2.4433481693267822,-313.00877475738525,-310.5654265880585,0.0,C:\Users\andrea.bedei3\Desktop\HoloMotion\results\step_03_openwater_holes\20260515_154236\openwater_depression_landmark_12
