time,current_x,current_y,current_z,current_magnitude,desired_forward_velocity,desired_lateral_velocity,dvl_forward_velocity_raw,dvl_forward_velocity_used,dvl_lateral_velocity_raw,dvl_lateral_velocity_used,forward_velocity_error,lateral_velocity_error,surge_velocity_error,sway_velocity_error,body_command_surge,body_command_sway,body_command_heave,body_command_yaw,body_command_saturated,surge_saturated,sway_saturated,surge_integral,sway_integral,raw_surge_command,raw_sway_command,dvl_distance_estimated,pose_x,pose_y,pose_z,pose_forward_x,pose_forward_y,pose_forward_z,pose_right_x,pose_right_y,pose_right_z,pose_forward_displacement,pose_lateral_drift,pose_ground_truth_displacement,pose_euclidean_displacement,gt_velocity_x,gt_velocity_y,gt_velocity_z,depth_m,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7
0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.010856453329324722,0.010856453329324722,0.08623190969228745,0.08623190969228745,0.4891435466706753,-0.08623190969228745,0.4891435466706753,-0.08623190969228745,0.0,0.0,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.002058895770460367,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.010610214434564114,0.0,-3.93999981880188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.033419400000013866,0.0,0.5,0.0,0.5,0.5,0.0,0.018877873197197914,0.018877873197197914,-0.013968901708722115,-0.013968901708722115,0.4811221268028021,0.013968901708722115,0.4811221268028021,0.013968901708722115,0.981548050319155,-0.2601329275717338,0.0,0.0,False,False,False,0.016304784889022508,-0.0028743969897429148,0.981548050319155,-0.2601329275717338,0.0006308871955266977,0.0004547440621536225,0.0023673304822295904,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0004547440621536225,0.0003084347117692232,0.0005494762355990853,0.0005494762355990853,0.013642321340739727,0.00925303902477026,0.0,-3.93999981880188,0.0,0.0,0.0,0.0,1.4428302454948425,2.0,1.4428302454948425,2.0
0.06670239999999694,0.0,0.5,0.0,0.5,0.5,0.0,0.042800720781087875,0.042800720781087875,0.017994266003370285,0.017994266003370285,0.4571992792189121,-0.017994266003370285,0.4571992792189121,-0.017994266003370285,0.9687209731443047,0.04070292278817722,0.0,0.0,False,False,False,0.03238359769350274,-0.0024075646759782535,0.9687209731443047,0.04070292278817722,0.0020554235852829213,0.0014025295386090875,0.0027248812839388847,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0014025295386090875,0.0006659855134785175,0.0015526190166406774,0.0015526190166406774,0.028433561325073242,0.010726523585617542,-3.9119636941813264e-26,-3.93999981880188,0.0,0.0,0.0,0.0,2.0,1.856036100712255,2.0,1.856036100712255
0.1001694999999927,0.0,0.5,0.0,0.5,0.5,0.0,-0.002886321861296892,-0.002886321861296892,0.040229786187410355,0.040229786187410355,0.5028863218612969,-0.040229786187410355,0.5028863218612969,-0.040229786187410355,0.9239186706985718,-0.05548603192579492,0.0,0.0,False,False,False,0.047600561303738055,-0.003006467831368122,0.9239186706985718,-0.05548603192579492,0.001958826762918724,0.0028045272920280695,0.0030813904013484716,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.0028045272920280695,0.0010224946308881044,0.002985107804070951,0.002985107804070951,0.04205992817878723,0.010695272125303745,-3.8141646634565514e-26,-3.93999981880188,0.0,0.0,0.0,0.0,1.7368652775455538,1.9588094052487335,1.7368652775455538,1.9588094052487335
0.1334248999999943,0.0,0.5,0.0,0.5,0.5,0.0,0.026894889771938324,0.026894889771938324,0.04147728160023689,0.04147728160023689,0.4731051102280617,-0.04147728160023689,0.4731051102280617,-0.04147728160023689,1.0,-0.12286577961657139,0.0,0.0,True,True,False,0.047600561303738055,-0.004352842108680632,1.0152927559833413,-0.12286577961657139,0.002853227080240485,0.004652209579944611,0.0034338359255343676,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.004652209579944611,0.0013749401550740004,0.0048511353728548255,0.0048511353728548255,0.055430471897125244,0.010573366656899452,-4.143842947776188e-25,-3.93999981880188,0.0,0.0,0.0,0.0,1.7542684407668572,2.0,1.7542684407668572,2.0
0.16674820000000068,0.0,0.5,0.0,0.5,0.5,0.0,0.10237421095371246,0.10237421095371246,0.0544397346675396,0.0544397346675396,0.39762578904628754,-0.0544397346675396,0.39762578904628754,-0.0544397346675396,0.9588769926534068,-0.12729793765031527,0.0,0.0,False,False,False,0.06333386098641709,-0.0057321856992092165,0.9588769926534068,-0.12729793765031527,0.0062646736241149855,0.00691757258027792,0.0037704480346292257,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.00691757258027792,0.0017115522641688585,0.007126164575449718,0.007126164575449718,0.06796088069677353,0.010098357684910297,-4.040247021993203e-25,-3.93999981880188,0.0,0.0,0.0,0.0,1.663158110006183,2.0,1.663158110006183,2.0
0.20017830000000458,0.0,0.5,0.0,0.5,0.5,0.0,0.09730450809001923,0.09730450809001923,-0.07075034826993942,-0.07075034826993942,0.4026954919099808,0.07075034826993942,0.4026954919099808,0.07075034826993942,0.8105683909810842,-0.16709235265734698,0.0,0.0,False,False,False,0.07658406444254579,-0.007546297309456386,0.8105683909810842,-0.16709235265734698,0.009517573060015517,0.009530042298138142,0.004048170987516642,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.009530042298138142,0.0019892752170562744,0.009735446681765372,0.009735446681765372,0.07837410271167755,0.008331689052283764,-3.939240778650639e-25,-3.93999981880188,0.0,0.0,0.0,0.0,1.2869520766474745,1.9553214872768625,1.2869520766474745,1.9553214872768625
0.23348799999999414,0.0,0.5,0.0,0.5,0.5,0.0,0.09920130670070648,0.09920130670070648,-0.03928719460964203,-0.03928719460964203,0.4007986932992935,0.03928719460964203,0.4007986932992935,0.03928719460964203,0.823400226821291,0.20966049176393967,0.0,0.0,False,False,False,0.09004621500664721,-0.005181106091757208,0.823400226821291,0.20966049176393967,0.012821938825823003,0.012475189752876759,0.004459703806787729,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.012475189752876759,0.002400808036327362,0.012704103218943686,0.012704103218943686,0.08835441619157791,0.012345991097390652,-3.8407598762809134e-25,-3.93999981880188,0.0,0.0,0.0,0.0,2.0,1.2274794701147027,2.0,1.2274794701147027
0.2668163000000163,0.0,0.5,0.0,0.5,0.5,0.0,0.049518562853336334,0.049518562853336334,0.06301669776439667,0.06301669776439667,0.45048143714666367,-0.06301669776439667,0.45048143714666367,-0.06301669776439667,0.822276726446754,0.11592535311619168,0.0,0.0,False,False,False,0.1033966992408345,-0.003872461425468825,0.822276726446754,0.11592535311619168,0.014472308344168952,0.015749266371130943,0.004959275014698505,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.015749266371130943,0.002900379244238138,0.016014106000312455,0.016014106000312455,0.0982222706079483,0.014987130649387836,-3.7447407129735434e-25,-3.93999981880188,0.0,0.0,0.0,0.0,1.8764041591258913,1.4127027466611246,1.8764041591258913,1.4127027466611246
0.3002855000000011,0.0,0.5,0.0,0.5,0.5,0.0,0.1917639523744583,0.1917639523744583,0.029075579717755318,0.029075579717755318,0.3082360476255417,-0.029075579717755318,0.3082360476255417,-0.029075579717755318,0.9246449702378272,-0.1920364437099757,0.0,0.0,False,False,False,0.11841047972249964,-0.005972700833571364,0.9246449702378272,-0.1920364437099757,0.02089049441897725,0.019363760948181152,0.005411786027252674,-4.0,1.0,-0.0,0.0,-0.0,1.0,-0.0,0.019363760948181152,0.003352890256792307,0.01965189841039278,0.01965189841039278,0.10843481868505478,0.013575333170592785,-3.651122152008374e-25,-3.93999981880188,0.0,0.0,0.0,0.0,1.465217053055703,2.0,1.465217053055703,2.0
