transect_name,hole_center_x,hole_center_y,hole_center_z,target_distance,desired_altitude,initial_x,initial_y,initial_z,flat_seabed_z,target_reached,stop_reason,timeout,collision,unsafe_altitude,invalid_ping_failure,runtime_seconds,final_lateral_drift,rmse_altitude_error,max_abs_altitude_error,time_inside_altitude_band_percent,estimated_seabed_z_range,estimated_seabed_z_min,estimated_seabed_z_max,vertical_saturation_percent,output_dir
openwater_depression_landmark_7,-403.17,459.44,-310.02,20.0,3.0,-413.17,459.44,,-296.0,False,collision,False,True,False,False,61.88369350000001,-0.0626220703125,6.546785635554287,9.408246040344238,0.0,8.230669975280762,-313.57810974121094,-305.3474397659302,100.0,C:\Users\andrea.bedei3\Desktop\HoloMotion\results\step_03_openwater_holes\20260515_153630\openwater_depression_landmark_7
