time,phase,lateral_command,dvl_lateral_velocity_raw,dvl_lateral_velocity_used,pose_x,pose_y,pose_z,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7
0.0333496000000002,positive_lateral_command,0.5,-0.032231949269771576,-0.032231949269771576,0.0,0.00013208437303546816,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.0666815000000005,positive_lateral_command,0.5,-0.04562361165881157,-0.04562361165881157,0.0,0.0003918476577382535,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.10000130000000063,positive_lateral_command,0.5,0.0037407877389341593,0.0037407877389341593,0.0,0.0007750263903290033,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.13330600000000015,positive_lateral_command,0.5,0.028009969741106033,0.028009969741106033,0.0,0.0012774947099387646,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.16665520000000011,positive_lateral_command,0.5,0.005453853867948055,0.005453853867948055,0.0,0.0018952602986246347,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.19993410000000011,positive_lateral_command,0.5,0.06083947420120239,0.06083947420120239,0.0,0.002624460496008396,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.2333211000000004,positive_lateral_command,0.5,-0.034540463238954544,-0.034540463238954544,0.0,0.003461358370259404,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.26678090000000054,positive_lateral_command,0.5,0.08803313970565796,0.08803313970565796,0.0,0.004402338061481714,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.3000134000000001,positive_lateral_command,0.5,0.03506259247660637,0.03506259247660637,0.0,0.005443902686238289,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.33336200000000016,positive_lateral_command,0.5,-0.058682702481746674,-0.058682702481746674,0.0,0.006582669448107481,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.36667200000000033,positive_lateral_command,0.5,0.12729981541633606,0.12729981541633606,0.0,0.007815365679562092,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.4000893000000003,positive_lateral_command,0.5,0.07543593645095825,0.07543593645095825,0.0,0.009138827212154865,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.43342610000000015,positive_lateral_command,0.5,0.02382509782910347,0.02382509782910347,0.0,0.010549994185566902,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.4667558999999999,positive_lateral_command,0.5,0.058625999838113785,0.058625999838113785,0.0,0.012045904994010925,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.5001342000000006,positive_lateral_command,0.5,0.0362248532474041,0.0362248532474041,0.0,0.01362369954586029,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.5334091000000001,positive_lateral_command,0.5,0.013725360855460167,0.013725360855460167,0.0,0.01528060995042324,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.5667211999999999,positive_lateral_command,0.5,0.06010120362043381,0.06010120362043381,0.0,0.01701395958662033,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.6000888,positive_lateral_command,0.5,0.0828743726015091,0.0828743726015091,0.0,0.01882116310298443,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
0.6336428000000005,positive_lateral_command,0.5,0.06477164477109909,0.06477164477109909,0.0,0.020699717104434967,-4.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,-0.5
