run_id,target_distance,repetition_index,current_x,current_y,current_z,current_magnitude,forward_command,dvl_estimated_distance,pose_forward_displacement,pose_euclidean_displacement,absolute_error,percentage_error,lateral_drift,final_position_error,duration,sample_count,stop_reason,mean_dt,std_dt,dt_source,average_pose_speed,max_dvl_forward_velocity,mean_dvl_forward_velocity
target_10m_current_x_0_y_1_z_0_rep_02,10.0,2,0.0,1.0,0.0,1.0,2.0,10.0060169841928,10.014297485351562,10.483044545934531,0.008280501158761666,0.08268679027035085,3.099688504822552,3.0997214786197236,24.97466840000004,750,target_reached,0.033344016555407266,9.97405477676273e-05,wall_clock,0.4197470964593273,0.5426535606384277,0.4001596427087982
target_10m_current_x_0_y_1_z_0_rep_03,10.0,3,0.0,1.0,0.0,1.0,2.0,10.012958293037263,10.028130531311035,10.497513051189163,0.01517223827377201,0.1512967768658318,3.103929494507611,3.1040569636632176,25.006708300000014,751,target_reached,0.03334227773333335,9.956395290273031e-05,wall_clock,0.4197878795262772,0.5119667053222656,0.3998982670013799
target_10m_current_x_0_y_2_z_0_rep_01,10.0,1,0.0,2.0,0.0,2.0,2.0,10.010987445291619,10.027548789978027,14.609752320451875,0.016561344686408574,0.1651584553042585,10.625117793679237,10.625153507850529,27.109498700000017,814,target_reached,0.03334501685116853,0.00011627570545098064,wall_clock,0.5389163585106008,0.5015326738357544,0.3688291859234104
target_10m_current_x_0_y_2_z_0_rep_02,10.0,2,0.0,2.0,0.0,2.0,2.0,10.010202894229403,10.09103012084961,14.70155985995793,0.08082722662020636,0.8009809271424626,10.69144393503666,10.69183145672125,27.274144800000045,819,target_reached,0.03334247530562353,0.00010351617841855775,wall_clock,0.5390291782845527,0.495223730802536,0.3665692032683272
target_10m_current_x_0_y_2_z_0_rep_03,10.0,3,0.0,2.0,0.0,2.0,2.0,10.003177702317139,10.014852523803711,14.591390538508927,0.011674821486572284,0.11657507146334,10.611852183938026,10.611862577851902,27.075878100000068,813,target_reached,0.03334467746305427,0.00012453595805482582,wall_clock,0.5389073803855281,0.49682316184043884,0.3689532923716353
target_10m_current_x_neg0p5_y_0_z_0_rep_01,10.0,1,-0.5,0.0,0.0,0.5,2.0,10.005571481325896,10.07006541127339,10.07006541127339,0.06449392994749381,0.6404519465712026,0.0,0.07006541127339005,28.54160490000004,857,target_reached,0.03334299637850472,9.949458879472903e-05,wall_clock,0.3528205735646413,0.5241103172302246,0.35006013246305395
target_10m_current_x_neg0p5_y_0_z_0_rep_02,10.0,2,-0.5,0.0,0.0,0.5,2.0,10.012010487683806,10.009544285479933,10.009544285479933,0.00246620220387328,0.024638506344897317,0.0,0.009544285479933023,28.377872599999932,852,target_reached,0.033346501292596864,0.00011206601120635166,wall_clock,0.35272356129613314,0.4759722948074341,0.35243241200354736
target_10m_current_x_neg0p5_y_0_z_0_rep_03,10.0,3,-0.5,0.0,0.0,0.5,2.0,10.010329913184519,9.985336216632277,9.985336216632277,0.02499369655224193,0.25030400589427,0.0,0.014663783367723227,28.308739599999967,850,target_reached,0.033343627326266154,9.148159395621261e-05,wall_clock,0.3527298056262557,0.4816882908344269,0.35323138701236423
target_10m_current_x_0p5_y_0_z_0_rep_01,10.0,1,0.5,0.0,0.0,0.5,2.0,10.005200340663253,10.016743747051805,10.016743747051805,0.011543406388552668,0.11524110709081682,0.0,0.016743747051805258,21.97377869999991,660,target_reached,0.03334412549317134,9.207646317670564e-05,wall_clock,0.45584985103412573,0.5589704513549805,0.45467686786767886
target_10m_current_x_0p5_y_0_z_0_rep_02,10.0,2,0.5,0.0,0.0,0.5,2.0,10.010618591618218,10.000890818890184,10.000890818890184,0.009727772728034267,0.09726906236852384,0.0,0.000890818890184164,21.939263700000083,659,target_reached,0.03334234604863234,0.00010624027118130998,wall_clock,0.45584441463685704,0.5850174427032471,0.4556493866872127
