run_id,mode,target_distance,repetition_index,current_x,current_y,current_z,current_magnitude,max_duration_s,forward_command,desired_forward_velocity,desired_lateral_velocity,dvl_estimated_distance,pose_forward_displacement,pose_euclidean_displacement,absolute_error,percentage_error,lateral_drift,final_position_error,duration,sample_count,stop_reason,target_reached,mean_forward_velocity_error,std_forward_velocity_error,mean_lateral_velocity_error,std_lateral_velocity_error,mean_abs_lateral_velocity_error,max_abs_lateral_velocity_error,mean_surge_velocity_error,mean_abs_surge_velocity_error,mean_sway_velocity_error,mean_abs_sway_velocity_error,mean_command_effort,max_command_effort,saturation_fraction,surge_saturation_fraction,sway_saturation_fraction,mean_dt,std_dt,dt_source
target_5m_current_y_0p5_rep_01,no_compensation,5.0,1,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.014331729931624,5.008171558380127,5.032809676576088,0.006160171551496951,0.1230024067603913,0.49738403921946883,0.49745116025257585,12.403821999999998,373,target_reached,True,,,,,,,,,,,,,,,,0.033343607526881716,0.00010753239945515152,wall_clock
target_5m_current_y_0p5_rep_01,dvl_velocity_compensation,5.0,1,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.005475170393323,5.009911060333252,5.015559943777514,0.004435889939928828,0.08854228920450653,0.23797629540786147,0.23818259023904143,14.104386900000002,424,target_reached,True,0.1451102894495283,0.07216065337098207,-0.0161578038846926,0.03698525610424285,0.03182845000633892,0.14880172908306122,,,,,3.5319047015467757,3.999710630500045,,,,0.03334370425531915,0.00010112822878898893,wall_clock
target_5m_current_y_0p5_rep_01,dvl_pi_velocity_compensation,5.0,1,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.000355926545234,5.0249223709106445,5.0267300046697665,0.024566444365410334,0.48889201766829016,0.1347950524650514,0.13707965108236783,18.640198000000005,560,target_reached,True,0.23174354736068434,0.051000534308150575,-0.00821869777484188,0.037167677408960896,0.030431996905316734,0.15992188453674316,0.23174354736068434,0.23174354736068434,-0.00821869777484188,0.030431996905316734,0.6605797708654586,1.0087841894713103,0.0017889087656529517,0.0017889087656529517,0.0,0.033345613595706626,0.00010540908160190967,wall_clock
target_5m_current_y_0p5_rep_02,no_compensation,5.0,2,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.010874763066446,4.993697166442871,5.0182631697020765,0.017177596623574765,0.3439855492040334,0.49593734508380294,0.4959773946054597,12.374154900000008,372,target_reached,True,,,,,,,,,,,,,,,,0.03335351725067388,0.00018760625531647818,wall_clock
target_5m_current_y_0p5_rep_02,dvl_velocity_compensation,5.0,2,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.000625152887942,4.9759650230407715,4.981907421030213,0.024660129847170253,0.49558487113522054,0.24325632816180587,0.2444408339623207,14.070474199999992,423,target_reached,True,0.14459747194105063,0.07213153411860461,-0.015875370538864987,0.036624201371173046,0.03199214461313665,0.14414642751216888,,,,,3.519270035534319,3.9985970265659017,,,,0.0333423559241706,0.00011979436429172004,wall_clock
target_5m_current_y_0p5_rep_02,dvl_pi_velocity_compensation,5.0,2,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.008139884304949,4.981876373291016,4.984437724643333,0.026263511013933538,0.527181106996919,0.15977243846282363,0.16079707067432347,18.5745536,558,target_reached,True,0.23036726633056703,0.05034864488006526,-0.008089647885030598,0.039230530342414034,0.03155180208508538,0.1306888610124588,0.23036726633056703,0.23036726633056703,-0.008089647885030598,0.03155180208508538,0.658314884154364,1.0001813063727136,0.0017953321364452424,0.0017953321364452424,0.0,0.03334749299820467,0.0001376571427333395,wall_clock
target_5m_current_y_0p5_rep_03,no_compensation,5.0,3,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.00480962691985,5.0515947341918945,5.076449194351504,0.046785107272044435,0.9261453013120354,0.5017240918241441,0.5043699841516092,12.503666100000004,376,target_reached,True,,,,,,,,,,,,,,,,0.03334310960000001,9.178353876312768e-05,wall_clock
target_5m_current_y_0p5_rep_03,dvl_velocity_compensation,5.0,3,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.004625042183914,5.0113606452941895,5.017613056412716,0.006735603110275434,0.1344066728983147,0.2504101968370378,0.25066777004925145,14.17050420000001,426,target_reached,True,0.1468230905887835,0.07070282931213977,-0.01718545717721367,0.03894861157535011,0.03424202043631607,0.1553056389093399,,,,,3.5157414960967595,3.9948493664730824,,,,0.03334236282352944,8.838392151651572e-05,wall_clock
target_5m_current_y_0p5_rep_03,dvl_pi_velocity_compensation,5.0,3,0.0,0.5,0.0,0.5,120.0,2.0,0.5,0.0,5.004906266822085,4.979620933532715,4.981830546212435,0.02528533328937055,0.5077762670467421,0.1483608759008348,0.14975398441490942,18.57228810000001,558,target_reached,True,0.23051381340966004,0.05193720494234323,-0.008103525887838694,0.03649600451384793,0.030180151573477625,0.13375438749790192,0.23051381340966004,0.23051381340966004,-0.008103525887838694,0.030180151573477625,0.6577214215764742,1.0154337571168173,0.0017953321364452424,0.0017953321364452424,0.0,0.03334342567324956,0.00011738854359185489,wall_clock
target_5m_current_y_1_rep_01,no_compensation,5.0,1,0.0,1.0,0.0,1.0,120.0,2.0,0.5,0.0,5.005171193601942,4.978925704956055,5.2163735408428025,0.026245488645887605,0.5271315581142871,1.5559086548164487,1.5560513706315515,12.83665830000001,386,target_reached,True,,,,,,,,,,,,,,,,0.03334196961038964,8.54583667822067e-05,wall_clock
