run_id,mode,target_distance,repetition_index,current_x,current_y,current_z,current_magnitude,forward_command,desired_forward_velocity,desired_lateral_velocity,dvl_estimated_distance,pose_forward_displacement,pose_euclidean_displacement,absolute_error,percentage_error,lateral_drift,final_position_error,duration,sample_count,stop_reason,mean_forward_velocity_error,std_forward_velocity_error,mean_lateral_velocity_error,std_lateral_velocity_error,mean_abs_lateral_velocity_error,max_abs_lateral_velocity_error,mean_command_effort,max_command_effort,mean_dt,std_dt,dt_source
target_5m_current_y_0p5_rep_01,no_compensation,5.0,1,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.000244612064051,4.979223251342773,5.003717140292959,0.021021360721277915,0.42218152631756317,0.49449068075045943,0.494926971010692,12.3382795,371,target_reached,,,,,,,,,0.03334670135135135,0.0001779490627795651,wall_clock
target_5m_current_y_0p5_rep_01,dvl_velocity_compensation,5.0,1,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.011820558199441,5.019661903381348,5.025320188351268,0.007841345181907045,0.15621261616494436,0.2384058958850801,0.23921530393631824,14.203782999999998,427,target_reached,0.1471570338958223,0.0720523918586994,-0.01672419569755613,0.03807643489963278,0.03386367194910453,0.11818327754735947,3.5097530196753826,3.999946079787696,0.03334221361502347,8.81622749027636e-05,wall_clock
target_5m_current_y_0p5_rep_02,no_compensation,5.0,2,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.004451316603583,4.964748859405518,4.989170633452558,0.03970245719806531,0.7996871205851752,0.49304398661479354,0.4943025547680496,12.304199599999997,370,target_reached,,,,,,,,,0.033344714363143624,9.737571125961796e-05,wall_clock
target_5m_current_y_0p5_rep_02,dvl_velocity_compensation,5.0,2,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.013092503824851,4.985711574554443,4.992589092761607,0.02738092927040725,0.5491879917432687,0.26196554070338607,0.26235491917959275,14.0709241,423,target_reached,0.14372324485495086,0.06923529688326172,-0.015383017327337442,0.0391462525519037,0.03319892355265571,0.15095804631710052,3.525899972793374,3.998330090688046,0.03334342203791469,0.00010320685051443799,wall_clock
target_5m_current_y_0p5_rep_03,no_compensation,5.0,3,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.000229384924666,5.008171558380127,5.032809676576088,0.007942173455460555,0.1585842929476126,0.49738403921946883,0.49745116025257585,12.403479100000013,373,target_reached,,,,,,,,,0.03334268575268821,8.403371338419749e-05,wall_clock
target_5m_current_y_0p5_rep_03,dvl_velocity_compensation,5.0,3,0.0,0.5,0.0,0.5,2.0,0.5,0.0,5.00845657125239,5.015078067779541,5.022154168931476,0.0066214965271509385,0.1320317737363289,0.2665041661821306,0.2669303630544811,14.071769000000003,423,target_reached,0.1440751922418368,0.07206661802357311,-0.014603766920005708,0.03544949072807557,0.03015237429263873,0.11908092349767685,3.539730282375079,3.9990205603881437,0.033345424170616124,0.00010378661545927118,wall_clock
target_5m_current_y_1_rep_01,no_compensation,5.0,1,0.0,1.0,0.0,1.0,2.0,0.5,0.0,5.007631166766368,4.992758750915527,5.2308419236343235,0.014872415850840426,0.29787972126859236,1.5601497637107968,1.5601665683173571,12.8707517,387,target_reached,,,,,,,,,0.03334391632124352,9.941471215417135e-05,wall_clock
target_5m_current_y_1_rep_01,dvl_velocity_compensation,5.0,1,0.0,1.0,0.0,1.0,2.0,0.5,0.0,5.005354961246126,4.988628387451172,5.072511850103125,0.016726573794954014,0.33529404268775537,0.918674741871655,0.9187451196740654,15.570760399999983,468,target_reached,0.1785335832093972,0.06087651709482683,-0.055882013394300385,0.03791373936203739,0.05823565592801514,0.15740586817264557,3.393042875309963,3.9998365288675406,0.03334209935760168,0.0001396477800123366,wall_clock
target_5m_current_y_1_rep_02,no_compensation,5.0,2,0.0,1.0,0.0,1.0,2.0,0.5,0.0,5.013909379505287,5.020425796508789,5.259779638504351,0.006516417003502362,0.12979809417826446,1.5686321007087827,1.5687650813735838,12.937122299999999,389,target_reached,,,,,,,,,0.033343098711340204,0.0001271985077926146,wall_clock
target_5m_current_y_1_rep_02,dvl_velocity_compensation,5.0,2,0.0,1.0,0.0,1.0,2.0,0.5,0.0,5.008966711169859,4.977533340454102,5.053813244719349,0.03143337071575747,0.6315049757735987,0.8747514830902219,0.8750399464936981,15.604667199999994,469,target_reached,0.17899807583158597,0.05921848439866079,-0.058929282071045995,0.03414710124177259,0.060217694962336525,0.15095320343971252,3.3788392625343664,3.996475830577757,0.03334330598290597,0.00010272924336776497,wall_clock
target_5m_current_y_1_rep_03,no_compensation,5.0,3,0.0,1.0,0.0,1.0,2.0,0.5,0.0,5.010187275709931,5.020425796508789,5.259779638504351,0.010238520798858453,0.20393729962064838,1.5686321007087827,1.5687650813735838,12.937973999999997,389,target_reached,,,,,,,,,0.033345293814432984,0.00017234062939053255,wall_clock
